搬送開始時刻,搬送完了時刻,要支援者ID,避難所ID,車両ID,搬送回数
3130.82,3612.12,184,4,5,4
3474.24,3612.12,192,4,5,4
2930.19,3633.91,142,3,1,3
3002.76,3633.91,153,3,1,3
3069.44,3633.91,155,3,1,3
3252.7,3633.91,158,3,1,3
3393.59,3633.91,161,3,1,3
3530.76,3633.91,166,3,1,3
3428.96,3654.78,193,4,3,4
3489.51,3880.46,221,6,6,4
3670.06,3880.46,224,6,6,4
3952.16,3978.58,283,7,4,4
3980.23,4049.54,215,5,9,5
3356.54,4125.98,183,4,8,4
3736.54,4125.98,186,4,8,4
4021.12,4125.98,188,4,8,4
4033.26,4284.58,189,4,2,4
4092.74,4660.07,117,6,0,5
4488.82,4660.07,228,6,0,5
4682.51,4766.72,214,5,3,5
4791.13,4882.38,267,7,7,4
4835.47,4882.38,271,7,7,4
4786.77,5012.27,190,4,1,4
4740.8,5013.28,185,9,6,5
4863.95,5013.28,194,9,6,5
5080.56,5173.63,84,8,2,5
5080.56,5173.63,95,8,2,5
5116.55,5204.92,209,5,8,5
5171.14,5244.9,88,8,4,5
5171.14,5244.9,98,8,4,5
4549.72,5279.78,99,6,5,5
4580.87,5279.78,102,6,5,5
4991.53,5279.78,223,6,5,5
5458.34,5680.69,96,8,0,6
5567.99,5680.69,101,8,0,6
5751.74,5835.98,220,6,3,6
5610.8,5837.17,265,7,9,6
5727.28,5837.17,277,7,9,6
5810.22,5837.17,288,7,9,6
5977.13,6053.79,230,10,4,6
5984.5,6095.34,217,5,1,5
6022.98,6135.14,216,10,2,6
6098.02,6452.32,85,8,7,5
6215.11,6452.32,93,8,7,5
6312.01,6452.32,111,8,7,5
6561.6,6645.24,100,8,3,7
6320.5,6685.9,145,9,0,7
6487.2,6685.9,196,9,0,7
6572.92,6685.9,197,9,0,7
6580.41,6704.56,245,11,6,6
6623.36,6704.56,246,11,6,6
6831.04,6894.21,285,7,5,6
6131.13,6953.07,219,6,8,6
6609.64,6953.07,226,6,8,6
7061.07,7222.9,222,6,1,6
7078.0,7275.4,89,8,9,7
7108.2,7275.4,104,8,9,7
7135.03,7275.4,110,8,9,7
7172.66,7275.4,114,8,9,7
7313.89,7406.75,212,10,3,8
7501.99,7562.29,229,10,0,8
7343.44,7728.93,313,12,2,7
7484.53,7728.93,320,12,2,7
7717.49,7755.84,249,11,4,7
7912.99,7932.14,154,9,9,8
7911.98,7952.0,69,13,6,7
7922.28,8003.48,244,11,7,6
8260.17,8299.34,59,14,6,8
8086.77,8382.08,105,8,5,7
8255.77,8382.08,107,8,5,7
8522.29,8627.05,266,7,8,7
8580.14,8627.05,269,7,8,7
8608.72,8673.3,81,13,2,8
8817.3,8826.06,231,10,9,9
8797.36,8847.3,263,7,1,7
8761.9,8922.26,180,16,6,9
9058.37,9136.57,152,9,5,8
8983.75,9279.71,61,14,2,9
9059.11,9279.71,74,14,2,9
9182.49,9279.71,92,14,2,9
8925.19,9431.41,310,12,0,9
9201.79,9431.41,319,12,0,9
8904.88,9708.33,297,12,3,9
9025.33,9708.33,298,12,3,9
9430.65,9708.33,323,12,3,9
9819.17,9855.25,173,16,2,10
9819.62,10059.57,91,8,8,8
9960.93,10059.57,115,8,8,8
9968.13,10250.94,303,12,7,7
10038.24,10250.94,304,12,7,7
10062.91,10250.94,309,12,7,7
10181.59,10422.49,113,8,1,8
10269.68,10422.49,120,8,1,8
10459.84,10660.53,247,11,9,10
10501.8,10660.53,252,11,9,10
10592.41,10660.53,256,11,9,10
9861.18,10703.32,299,12,4,8
10192.12,10703.32,308,12,4,8
10247.23,10703.32,312,12,4,8
10318.13,10703.32,315,12,4,8
10325.97,10703.32,316,12,4,8
10418.82,10703.32,318,12,4,8
10433.82,10703.32,321,12,4,8
10725.33,10786.12,254,11,5,9
10677.95,10796.76,227,10,8,9
10778.79,10923.45,169,16,3,10
11180.24,11285.63,213,10,1,9
11164.26,11290.62,65,13,7,8
11187.45,11290.62,68,13,7,8
11254.7,11290.62,70,13,7,8
9938.83,11369.03,200,17,6,10
10267.28,11369.03,211,17,6,10
10771.73,11369.03,225,17,6,10
10912.34,11447.43,202,17,2,11
11261.17,11447.43,210,17,2,11
11634.82,11691.84,60,13,4,9
11653.83,11691.84,63,13,4,9
11567.09,11694.32,76,14,7,9
11616.81,11694.32,86,14,7,9
11182.25,11778.25,204,17,0,10
11396.0,11778.25,208,17,0,10
11915.9,11953.78,48,15,7,10
12002.29,12049.34,57,14,4,10
11905.4,12055.28,73,13,9,11
11988.73,12055.28,78,13,9,11
12011.67,12160.05,314,12,8,10
12274.77,12310.22,41,15,4,11
12317.71,12353.78,172,16,7,11
12295.48,12360.13,83,14,9,12
12635.41,12699.55,38,15,9,13
12389.82,12754.25,258,18,3,11
12424.99,12754.25,259,18,3,11
12517.39,12754.25,264,18,3,11
12599.2,12754.25,273,18,3,11
12671.06,12754.25,274,18,3,11
13019.79,13041.5,164,16,9,14
13108.88,13164.95,79,13,8,11
13000.26,13184.82,248,11,1,10
13040.98,13184.82,250,11,1,10
13081.69,13184.82,253,11,1,10
13080.53,13281.84,257,18,2,12
13178.13,13281.84,270,18,2,12
13227.13,13306.42,235,19,6,11
13480.58,13529.27,82,14,8,12
13560.6,13618.51,233,19,0,11
12919.41,13781.22,300,12,5,10
13208.03,13781.22,302,12,5,10
13335.85,13781.22,306,12,5,10
13551.6,13781.22,322,12,5,10
13760.5,13808.03,67,15,8,13
12975.75,13864.11,199,17,4,12
13346.18,13864.11,203,17,4,12
13575.98,13938.21,207,17,7,12
14142.69,14438.26,206,17,9,15
14658.69,14775.24,77,13,5,11
14712.84,14775.24,108,13,5,11
15062.58,15124.68,54,14,5,12
15048.32,15168.33,25,20,0,12
14740.0,15209.9,24,20,6,12
14846.53,15209.9,52,20,6,12
15033.55,15209.9,175,20,6,12
14805.59,15217.89,279,21,8,14
14902.27,15217.89,281,21,8,14
14967.87,15217.89,282,21,8,14
15138.9,15217.89,291,21,8,14
15176.12,15303.63,234,19,3,12
15213.07,15303.63,238,19,3,12
15128.71,15547.95,307,12,1,11
15250.58,15547.95,311,12,1,11
15440.55,15547.95,317,12,1,11
15519.84,15566.88,255,18,4,13
15542.15,15566.88,261,18,4,13
15463.55,15591.29,39,15,5,13
15597.45,15632.91,260,18,7,13
15663.85,15762.33,237,19,2,13
16064.96,16108.21,272,18,9,16
15940.33,16201.24,171,16,5,14
16043.36,16201.24,179,16,5,14
16209.64,16327.22,286,21,0,13
16305.57,16478.06,292,21,6,13
16336.5,16478.06,296,21,6,13
16670.87,16685.77,51,20,3,13
16600.23,16701.13,170,16,1,12
16407.51,16736.12,106,22,8,15
16570.25,16736.12,119,22,8,15
17221.88,17333.39,35,20,2,14
17478.32,17649.6,75,22,0,14
17705.32,17768.77,262,18,5,15
17725.96,17936.27,293,21,3,14
17807.71,17936.27,294,21,3,14
17853.64,17936.27,295,21,3,14
18039.73,18075.51,243,19,7,14
18007.82,18198.08,236,19,4,14
18058.39,18198.08,240,19,4,14
18080.0,18198.08,241,19,4,14
18123.53,18198.08,251,19,4,14
17926.73,18302.26,205,17,1,13
18399.79,18451.05,284,21,2,15
18552.97,18652.31,232,19,9,17
18588.07,18652.31,239,19,9,17
18887.94,18922.45,44,20,1,14
19112.64,19196.81,90,22,3,15
19159.3,19229.37,87,22,1,15
19403.43,19433.15,43,20,7,15
19608.46,19656.13,109,22,2,16
20069.45,20172.03,37,20,9,18
20125.97,20172.03,49,20,9,18
20149.9,20172.03,50,20,9,18
20133.14,20196.51,242,19,5,16
20502.23,20574.72,280,21,7,16
20442.93,20575.46,287,21,4,15
20493.88,20575.46,301,21,4,15
21210.7,21360.6,278,21,9,19
21252.52,21360.6,289,21,9,19
21295.14,21360.6,290,21,9,19
21742.38,22199.43,72,22,7,17
21981.45,22199.43,103,22,7,17
22055.4,22199.43,121,22,7,17
22374.37,22558.96,275,21,5,17
22393.57,22558.96,276,21,5,17
22413.72,22558.96,305,21,5,17
22416.12,22602.85,62,22,9,20
22416.12,22602.85,80,22,9,20
22533.5,22602.85,97,22,9,20
23710.9,23753.09,94,22,5,18
