搬送開始時刻,搬送完了時刻,要支援者ID,避難所ID,車両ID,搬送回数
17507.48,17611.19,270,18,0,13
17572.39,17656.05,234,19,8,12
17592.25,17656.05,236,19,8,12
17682.37,17745.83,262,18,3,15
17636.93,17780.57,255,18,1,14
17706.19,17780.57,257,18,1,14
17872.92,18190.17,94,22,6,14
18046.14,18190.17,121,22,6,14
18096.9,18250.04,37,20,9,16
18153.43,18250.04,49,20,9,16
18177.36,18250.04,50,20,9,16
18224.76,18250.04,52,20,9,16
18424.8,18521.5,281,21,5,15
18442.06,18920.32,293,21,4,14
18523.81,18920.32,294,21,4,14
18569.74,18920.32,295,21,4,14
18682.0,18920.32,296,21,4,14
18838.74,18920.32,301,21,4,14
18851.07,18941.63,238,19,7,14
19157.2,19268.71,35,20,8,13
19289.44,19439.33,278,21,9,17
19331.26,19439.33,289,21,9,17
19373.88,19439.33,290,21,9,17
20067.74,20142.29,251,19,0,14
20102.68,20186.84,90,22,4,15
20199.16,20262.52,242,19,3,16
20325.96,20449.61,235,19,1,15
20411.42,20449.61,241,19,1,15
20288.62,20542.39,282,21,8,14
20358.48,20542.39,284,21,8,14
20424.81,20542.39,286,21,8,14
20481.76,20658.11,175,20,7,15
20500.83,20851.84,62,22,9,18
20500.83,20851.84,80,22,9,18
20620.82,20851.84,87,22,9,18
20711.23,20851.84,97,22,9,18
20781.77,20851.84,103,22,9,18
21635.11,21669.61,44,20,3,17
21709.1,21799.68,279,21,7,16
21819.14,21848.85,43,20,1,16
22637.59,22781.87,275,21,3,18
22656.79,22781.87,276,21,3,18
22931.17,23053.38,287,21,1,17
22974.4,23053.38,291,21,1,17
22963.06,23302.39,109,22,7,17
23136.52,23302.39,119,22,7,17
24248.99,24346.41,106,22,1,18
