Generation,Best Fitness,Mean Fitness,Std Dev,Transport Cost,Total y_m
9289,98511.43756674667,237216.84340469455,9081.559548692814,97281.43756674667,123
9290,98511.43756674667,236851.54482670987,12580.991862600367,97281.43756674667,123
9291,98511.43756674667,236319.6566836221,12750.044678750646,97281.43756674667,123
9292,98511.43756674667,235852.8788821905,13971.605614137197,97281.43756674667,123
9293,98511.43756674667,236181.64800040465,14114.400134736841,97281.43756674667,123
9294,98511.43756674667,235376.77808978426,16371.556550080873,97281.43756674667,123
9295,98511.43756674667,235680.49449111611,16467.29917123763,97281.43756674667,123
9296,98511.43756674667,236278.73903823298,13957.179996473491,97281.43756674667,123
9297,98511.43756674667,236994.11441952595,14021.239688237902,97281.43756674667,123
9298,98511.43756674667,236981.18561535527,11104.169580314003,97281.43756674667,123
9299,98511.43756674667,236978.65459142864,11261.758760630615,97281.43756674667,123
9300,98511.43756674667,236365.46492825178,11248.41776090299,97281.43756674667,123
9301,98511.43756674667,236200.55538240264,12670.057459620848,97281.43756674667,123
9302,98511.43756674667,236531.16344478697,12634.622196384506,97281.43756674667,123
9303,98511.43756674667,236068.50619923515,14177.989169705921,97281.43756674667,123
9304,98511.43756674667,236372.48896346503,9499.64147107087,97281.43756674667,123
9305,98511.43756674667,236438.93464526423,9529.676123263618,97281.43756674667,123
9306,98511.43756674667,236447.43050495468,11334.795134103524,97281.43756674667,123
9307,98511.43756674667,236626.4629327541,9166.37358373813,97281.43756674667,123
9308,98511.43756674667,236635.95128716854,11284.653594367892,97281.43756674667,123
9309,98511.43756674667,236195.3106040159,14318.695467427557,97281.43756674667,123
9310,98511.43756674667,237251.58296918953,11267.346918049972,97281.43756674667,123
9311,98511.43756674667,236564.62189339948,11072.113169721853,97281.43756674667,123
9312,98511.43756674667,236413.72194273042,9393.08531379761,97281.43756674667,123
9313,98511.43756674667,236844.9112364008,9275.60907679021,97281.43756674667,123
9314,98511.43756674667,237272.04309070655,9460.081625679744,97281.43756674667,123
9315,98511.43756674667,235994.12000153167,11147.757245880102,97281.43756674667,123
9316,98511.43756674667,235916.57002497689,12649.239431127042,97281.43756674667,123
9317,98511.43756674667,236986.36592275763,11278.828771426939,97281.43756674667,123
9318,98511.43756674667,235614.3266630131,15292.532317010742,97281.43756674667,123
9319,98511.43756674667,236379.05934175476,11033.739388791166,97281.43756674667,123
9320,98511.43756674667,236034.71325905508,12615.91662523566,97281.43756674667,123
9321,98511.43756674667,236949.33711273342,11084.222349601356,97281.43756674667,123
9322,98511.43756674667,236995.60480144763,9276.346195851063,97281.43756674667,123
9323,98511.43756674667,236998.20248370868,9182.67899379093,97281.43756674667,123
9324,98511.43756674667,236443.13162660445,11153.564038703918,97281.43756674667,123
9325,98511.43756674667,236673.83955379034,11105.351775240517,97281.43756674667,123
9326,98511.43756674667,236197.1116870981,11251.978995772473,97281.43756674667,123
9327,98511.43756674667,236349.85029559862,11181.092945448567,97281.43756674667,123
9328,98511.43756674667,237301.1792538634,9306.927023778544,97281.43756674667,123
9329,98511.43756674667,236721.83240041567,11147.12037077584,97281.43756674667,123
9330,98511.43756674667,236445.70745019335,12821.18036061002,97281.43756674667,123
9331,98511.43756674667,236741.00637818716,12837.614626859171,97281.43756674667,123
9332,98511.43756674667,236625.9524036687,11306.106799934083,97281.43756674667,123
9333,98511.43756674667,236101.25778279154,12684.418912564794,97281.43756674667,123
9334,98511.43756674667,236455.32381807984,12705.487701322209,97281.43756674667,123
9335,98511.43756674667,235423.2149240699,16474.464945581407,97281.43756674667,123
9336,98511.43756674667,236409.77902526734,12362.420713969645,97281.43756674667,123
9337,98511.43756674667,236534.5488376572,10541.573469730263,97281.43756674667,123
9338,98511.43756674667,236908.46088182562,12665.88149823181,97281.43756674667,123
9339,98511.43756674667,235687.17933019073,16182.486889865717,97281.43756674667,123
9340,98511.43756674667,235896.84671035295,13908.421539560188,97281.43756674667,123
9341,97060.35105826535,237052.4569626979,12401.651359893134,95830.35105826535,123
9342,97060.35105826535,236240.9032103349,14152.52799111275,95830.35105826535,123
9343,97060.35105826535,236272.12951427727,12846.464675223939,95830.35105826535,123
9344,97037.35793895823,235562.01974870526,15525.537575125285,95807.35793895823,123
9345,97037.35793895823,235750.88849891687,14196.22463429492,95807.35793895823,123
9346,97037.35793895823,236225.60003419482,11279.683079012988,95807.35793895823,123
9347,97037.35793895823,236587.36956854042,9606.81976404695,95807.35793895823,123
9348,97037.35793895823,236225.23670787155,11150.21991260303,95807.35793895823,123
9349,97037.35793895823,236397.16100880288,11206.268170102758,95807.35793895823,123
9350,97037.35793895823,236784.72351832516,11097.893244703962,95807.35793895823,123
9351,97037.35793895823,236901.18867085897,9043.999684080683,95807.35793895823,123
9352,97037.35793895823,236785.4336933842,9208.816496754793,95807.35793895823,123
9353,97037.35793895823,236646.96019987212,9034.59723015921,95807.35793895823,123
9354,97037.35793895823,236284.14238022428,11041.105163392082,95807.35793895823,123
9355,97037.35793895823,237186.77387752503,9472.744844545537,95807.35793895823,123
9356,97037.35793895823,237069.74319665437,9146.485247294066,95807.35793895823,123
9357,97037.35793895823,237077.43626614724,9518.508003198607,95807.35793895823,123
9358,97037.35793895823,237606.67078444522,9378.919109228698,95807.35793895823,123
9359,97037.35793895823,236825.6682931869,9258.299242347875,95807.35793895823,123
9360,97037.35793895823,237174.27890689918,9300.295004130112,95807.35793895823,123
9361,97037.35793895823,236533.92321234,10996.734146538129,95807.35793895823,123
9362,97037.35793895823,237034.62606463383,9390.294344195681,95807.35793895823,123
9363,97037.35793895823,237024.73548757273,11444.651435462789,95807.35793895823,123
9364,97037.35793895823,236965.00687349975,12729.837692229456,95807.35793895823,123
9365,97037.35793895823,236059.14151238048,12804.277592290675,95807.35793895823,123
9366,97037.35793895823,236452.50127520613,11321.053935560958,95807.35793895823,123
9367,97037.35793895823,236749.4336045736,11102.285556538878,95807.35793895823,123
9368,97037.35793895823,237833.7750052757,9261.130213823175,95807.35793895823,123
9369,97037.35793895823,237290.27072926474,11173.86916349924,95807.35793895823,123
9370,97037.35793895823,236649.71817525162,12691.15905396908,95807.35793895823,123
9371,97037.35793895823,236272.1131948919,12591.312724392168,95807.35793895823,123
9372,97037.35793895823,236964.0180684797,9100.3678891474,95807.35793895823,123
9373,97037.35793895823,237526.12980415727,9147.906817465107,95807.35793895823,123
9374,97037.35793895823,237057.70990282262,10894.381075456857,95807.35793895823,123
9375,97037.35793895823,236457.5972681906,14193.280601088261,95807.35793895823,123
9376,97037.35793895823,236548.29951968562,14211.259986242296,95807.35793895823,123
9377,97037.35793895823,236469.11190982795,15459.232276736404,95807.35793895823,123
9378,97037.35793895823,236742.007310317,12842.812457059707,95807.35793895823,123
9379,97037.35793895823,236737.11109657437,12809.265021384364,95807.35793895823,123
9380,97037.35793895823,236462.80342831818,12833.197822334416,95807.35793895823,123
9381,97037.35793895823,236817.33229750113,10859.467036721015,95807.35793895823,123
9382,97037.35793895823,236514.60610878188,9492.821352740531,95807.35793895823,123
9383,97037.35793895823,236231.79537538716,9639.4652217706,95807.35793895823,123
9384,97037.35793895823,237049.5685624872,9502.9106613182,95807.35793895823,123
9385,97037.35793895823,236454.5058896743,11342.840882293121,95807.35793895823,123
9386,97037.35793895823,235748.86143850564,12572.483935004555,95807.35793895823,123
9387,97037.35793895823,236736.45608598727,12818.508516721306,95807.35793895823,123
9388,97037.35793895823,236685.0591734945,11242.674173159752,95807.35793895823,123
9389,97037.35793895823,235906.3251892983,14205.667894330623,95807.35793895823,123
9390,97037.35793895823,235873.3889780734,16189.188440943175,95807.35793895823,123
9391,97037.35793895823,236995.6398941142,11195.489562478297,95807.35793895823,123
9392,97037.35793895823,237550.85005041113,9435.29203167307,95807.35793895823,123
9393,97037.35793895823,235762.16138917612,14225.131165685656,95807.35793895823,123
9394,97037.35793895823,236414.52669717843,9525.384163761744,95807.35793895823,123
9395,97037.35793895823,236269.49095323696,11424.097539010974,95807.35793895823,123
9396,97037.35793895823,236888.85101476204,12796.438380886673,95807.35793895823,123
9397,97037.35793895823,236137.36624279447,10962.475382704788,95807.35793895823,123
9398,97037.35793895823,236314.36506125945,11140.013244579364,95807.35793895823,123
9399,97037.35793895823,236912.72981507677,9351.675576981566,95807.35793895823,123
9400,97037.35793895823,237456.65769168144,9428.739994752163,95807.35793895823,123
9401,97037.35793895823,236653.49483400484,9441.374712664498,95807.35793895823,123
9402,97037.35793895823,237190.7655375201,9648.831468113533,95807.35793895823,123
9403,97037.35793895823,236417.58747313134,11097.315407409684,95807.35793895823,123
9404,97037.35793895823,236930.8411717459,8995.297020514743,95807.35793895823,123
9405,97037.35793895823,236852.85202751544,9178.508784660222,95807.35793895823,123
9406,97037.35793895823,237424.29559389775,9190.535300536714,95807.35793895823,123
9407,97037.35793895823,236084.55213147282,12676.442367791638,95807.35793895823,123
9408,97037.35793895823,236723.16820945512,12834.178833800228,95807.35793895823,123
9409,97037.35793895823,236822.3697729153,11246.343391749198,95807.35793895823,123
9410,97037.35793895823,236297.93371664756,10971.887057915863,95807.35793895823,123
9411,97037.35793895823,236394.4389288799,12701.599816446987,95807.35793895823,123
9412,97037.35793895823,236169.24101197554,10889.440521935492,95807.35793895823,123
9413,97037.35793895823,235700.81279157382,14211.64020260924,95807.35793895823,123
9414,97037.35793895823,236453.00604957118,11166.564425846773,95807.35793895823,123
9415,97037.35793895823,236880.37122021941,11327.926206383992,95807.35793895823,123
9416,97037.35793895823,237074.20710526768,9272.477977175786,95807.35793895823,123
9417,97037.35793895823,236694.39124654865,8953.132685302213,95807.35793895823,123
9418,97037.35793895823,237164.5189407059,9233.522516579393,95807.35793895823,123
9419,97037.35793895823,237020.5588281253,9444.218839890305,95807.35793895823,123
9420,97037.35793895823,237105.14249498348,9471.199918356953,95807.35793895823,123
9421,97037.35793895823,236908.960311637,9536.993382674342,95807.35793895823,123
9422,97037.35793895823,237161.86019294066,9752.398196553986,95807.35793895823,123
9423,97037.35793895823,235934.4136730306,14085.732505176178,95807.35793895823,123
9424,97037.35793895823,235542.2748357014,15295.296335707331,95807.35793895823,123
9425,97037.35793895823,236362.79369549968,11026.480175540226,95807.35793895823,123
9426,97037.35793895823,236612.58538125854,10993.00060264728,95807.35793895823,123
9427,97037.35793895823,236575.78593860567,11020.810756874283,95807.35793895823,123
9428,97037.35793895823,237020.70312084624,9324.298005043684,95807.35793895823,123
9429,97037.35793895823,237117.84973949788,9231.393115284036,95807.35793895823,123
9430,97037.35793895823,237237.726293276,9069.516004704756,95807.35793895823,123
9431,97037.35793895823,237180.26617985827,9192.263836090506,95807.35793895823,123
9432,97037.35793895823,236990.5922859658,9231.941876874782,95807.35793895823,123
9433,97037.35793895823,236541.78471702422,11210.384863948446,95807.35793895823,123
9434,97037.35793895823,235655.1209905603,14228.193687679743,95807.35793895823,123
9435,97037.35793895823,236288.4015891172,11172.656161832543,95807.35793895823,123
9436,97037.35793895823,236611.55866765775,9318.273538001238,95807.35793895823,123
9437,97037.35793895823,236432.8092446854,9382.286087117227,95807.35793895823,123
9438,97037.35793895823,237524.0160152563,9210.451968684998,95807.35793895823,123
9439,97037.35793895823,236812.91698675614,11137.188270991077,95807.35793895823,123
9440,97037.35793895823,236787.48813492103,11114.086218670593,95807.35793895823,123
9441,97037.35793895823,236661.5283281267,12830.019256443695,95807.35793895823,123
9442,97037.35793895823,235826.07698824804,17774.70956850851,95807.35793895823,123
9443,96888.65602250757,236501.4343893008,12718.779706851084,95658.65602250757,123
9444,96888.65602250757,236048.38744580385,11141.06239260337,95658.65602250757,123
9445,96888.65602250757,236821.93812253757,11157.338598274227,95658.65602250757,123
9446,96888.65602250757,237172.49628171543,9338.620339973564,95658.65602250757,123
9447,96888.65602250757,237157.09294147886,9203.352465231566,95658.65602250757,123
9448,96888.65602250757,236490.88974851373,10995.80459238664,95658.65602250757,123
9449,96888.65602250757,236886.28307354552,11097.709030473678,95658.65602250757,123
9450,96888.65602250757,236949.2297721557,10937.156879542721,95658.65602250757,123
9451,96888.65602250757,236538.75358206427,11087.85828999523,95658.65602250757,123
9452,96888.65602250757,237052.66133471383,9414.247191984923,95658.65602250757,123
9453,96888.65602250757,237002.90442198172,9614.455701247352,95658.65602250757,123
9454,96888.65602250757,236714.37521511107,9410.090816771013,95658.65602250757,123
9455,96888.65602250757,236928.49431491096,11509.143379512096,95658.65602250757,123
9456,96888.65602250757,236429.24095929056,13016.037380854083,95658.65602250757,123
9457,96888.65602250757,237739.21463743373,9414.56296572157,95658.65602250757,123
9458,96888.65602250757,235951.81575942945,12708.561632695457,95658.65602250757,123
9459,96888.65602250757,236709.60014053588,12957.686237733746,95658.65602250757,123
9460,96888.65602250757,235107.15330102798,17486.641962431375,95658.65602250757,123
9461,96888.65602250757,236272.44395620588,13990.498702121116,95658.65602250757,123
9462,96888.65602250757,236279.86980284442,13880.211353586308,95658.65602250757,123
9463,96888.65602250757,236577.06775093466,11156.490748027123,95658.65602250757,123
9464,96888.65602250757,236259.87107689137,14266.326574434679,95658.65602250757,123
9465,96888.65602250757,236132.59790963895,14141.934669752605,95658.65602250757,123
9466,96888.65602250757,236526.91129705388,12847.020560832238,95658.65602250757,123
9467,96888.65602250757,237406.24930932224,9299.132744828117,95658.65602250757,123
9468,96888.65602250757,237020.41370642663,9279.251123213826,95658.65602250757,123
9469,96888.65602250757,236681.58221807878,9551.967961230379,95658.65602250757,123
9470,96888.65602250757,236765.0683093428,9445.029058602191,95658.65602250757,123
9471,96888.65602250757,236790.28677935584,9397.53655246761,95658.65602250757,123
9472,96888.65602250757,237133.9146091042,9302.183691743629,95658.65602250757,123
9473,96888.65602250757,236154.89916338722,12812.69221168381,95658.65602250757,123
9474,96888.65602250757,236210.9574877762,12761.701100025602,95658.65602250757,123
9475,96888.65602250757,236302.9294719116,11254.531704472955,95658.65602250757,123
9476,96888.65602250757,236511.8986431357,9533.559433373464,95658.65602250757,123
9477,96888.65602250757,237391.21512512796,9351.373895459978,95658.65602250757,123
9478,96888.65602250757,236499.5015762248,9355.005237613892,95658.65602250757,123
9479,96888.65602250757,237143.15327974557,9471.170067452584,95658.65602250757,123
9480,96888.65602250757,237326.01903306687,9124.167656773843,95658.65602250757,123
9481,96888.65602250757,236829.6046840632,8980.361531403409,95658.65602250757,123
9482,96888.65602250757,236656.76527800434,11144.286905570169,95658.65602250757,123
9483,96888.65602250757,236812.03599137338,12840.46840328915,95658.65602250757,123
9484,96840.997405713,236250.12898591105,11132.502398311297,95610.997405713,123
9485,96840.997405713,236987.2658805334,9350.02818540235,95610.997405713,123
9486,96840.997405713,236619.79398220635,11314.855026850155,95610.997405713,123
9487,96840.997405713,236655.49070093042,11103.848450778745,95610.997405713,123
9488,96840.997405713,236670.69107966885,12567.00538692866,95610.997405713,123
9489,96840.997405713,236775.83008906554,10980.540881254406,95610.997405713,123
9490,96840.997405713,236492.97234993515,11222.276606431953,95610.997405713,123
9491,96840.997405713,236570.44308000867,14205.624342314928,95610.997405713,123
9492,96840.997405713,236857.89297001314,10935.417913788919,95610.997405713,123
9493,96840.997405713,236871.7425368057,12862.854296707153,95610.997405713,123
9494,96840.997405713,236701.0281626875,12796.601249055748,95610.997405713,123
9495,96840.997405713,237109.61155926163,14026.850068868587,95610.997405713,123
9496,96840.997405713,236903.3453965275,13870.86182171503,95610.997405713,123
9497,96840.997405713,236972.74056634985,11001.54211303271,95610.997405713,123
9498,96840.997405713,236662.08164999489,11160.1746737982,95610.997405713,123
9499,96840.997405713,237430.6601551096,9722.728480697222,95610.997405713,123
9500,96840.997405713,236600.81084671663,14343.509338308259,95610.997405713,123
9501,96840.997405713,235521.0536433398,16689.84575031839,95610.997405713,123
9502,96840.997405713,235845.87261643546,15547.342788364209,95610.997405713,123
9503,96840.997405713,235482.65795256864,16559.584464568034,95610.997405713,123
9504,96840.997405713,235479.2247628608,17626.357335586537,95610.997405713,123
9505,96840.997405713,236562.61791397416,12701.179880395499,95610.997405713,123
9506,96840.997405713,236772.27932282756,9136.891920354166,95610.997405713,123
9507,96840.997405713,237047.22120863403,10989.42573114636,95610.997405713,123
9508,96840.997405713,237011.5754346122,12762.186603696686,95610.997405713,123
9509,96840.997405713,236132.1794404836,15549.752997792235,95610.997405713,123
9510,96840.997405713,237382.97971122575,11268.432623267681,95610.997405713,123
9511,96840.997405713,236172.05857503758,12789.522217518363,95610.997405713,123
9512,96840.997405713,236981.60274172318,11249.900493980158,95610.997405713,123
9513,96840.997405713,236001.1095476853,15480.560956259937,95610.997405713,123
9514,96840.997405713,236221.28288527118,14103.77664576227,95610.997405713,123
9515,96840.997405713,236709.0164493302,14127.250100960575,95610.997405713,123
9516,96840.997405713,235799.929018827,14154.29236411829,95610.997405713,123
9517,96840.997405713,236923.98770831013,11273.271363582073,95610.997405713,123
9518,96840.997405713,235880.72755607724,9157.75646888819,95610.997405713,123
9519,96840.997405713,236461.7752264448,9423.410420573697,95610.997405713,123
9520,96840.997405713,236892.86294938994,11242.25444606402,95610.997405713,123
9521,96840.997405713,235974.71755790108,11200.849648131392,95610.997405713,123
9522,96840.997405713,235601.14604208322,14183.694823978043,95610.997405713,123
9523,96840.997405713,237105.3298335769,11421.421835008916,95610.997405713,123
9524,96840.997405713,236165.116886478,12762.399581426545,95610.997405713,123
9525,96840.997405713,236341.14938680484,12460.655479797308,95610.997405713,123
9526,96840.997405713,236731.36391917436,12660.496426064921,95610.997405713,123
9527,96840.997405713,236407.8981614286,12651.48917687024,95610.997405713,123
9528,96840.997405713,236622.92421772747,12715.393318934799,95610.997405713,123
9529,96840.997405713,236353.14870420648,12946.803633049758,95610.997405713,123
9530,96840.997405713,237258.72779123412,9306.59481277402,95610.997405713,123
9531,96840.997405713,237598.48066147475,9351.05049935402,95610.997405713,123
9532,96840.997405713,236912.6207769931,11159.287718372825,95610.997405713,123
9533,96840.997405713,236721.14181944597,11236.096898369777,95610.997405713,123
9534,96840.997405713,236736.801903233,12792.257571326198,95610.997405713,123
9535,96840.997405713,237091.94352648992,10944.021189986954,95610.997405713,123
9536,96840.997405713,235386.35424384067,17512.92296083145,95610.997405713,123
9537,96840.997405713,237051.98822140516,12717.285066364719,95610.997405713,123
9538,96840.997405713,236182.12008760477,12712.70449448615,95610.997405713,123
9539,96840.997405713,236313.4672684325,9372.959611192937,95610.997405713,123
9540,96840.997405713,236981.99836601777,9781.902727653774,95610.997405713,123
9541,96840.997405713,236716.63171002024,12999.482392009379,95610.997405713,123
9542,96840.997405713,236882.29746805446,12831.897470900962,95610.997405713,123
9543,96840.997405713,237425.41174036777,9416.342314275387,95610.997405713,123
9544,96840.997405713,237386.49348296117,9455.35798879954,95610.997405713,123
9545,96840.997405713,237272.0023810486,9412.873903633606,95610.997405713,123
9546,96840.997405713,237380.22632013244,9391.902026804852,95610.997405713,123
9547,96840.997405713,236267.5132853945,12625.955704931823,95610.997405713,123
9548,96840.997405713,237340.94173179226,9383.752562721636,95610.997405713,123
9549,96840.997405713,236880.88857916882,9111.516357051834,95610.997405713,123
9550,96840.997405713,236752.9973602094,9491.684116627686,95610.997405713,123
9551,96840.997405713,236716.0081761651,11203.169041432717,95610.997405713,123
9552,96840.997405713,236897.78716214997,11235.862883985097,95610.997405713,123
9553,96840.997405713,236218.35728387884,12668.517668966277,95610.997405713,123
9554,96840.997405713,236487.47948780213,12827.566478248986,95610.997405713,123
9555,96840.997405713,236973.86401641392,12440.170247288064,95610.997405713,123
9556,96840.997405713,236564.64241507446,11121.390876794838,95610.997405713,123
9557,96840.997405713,236977.50136773146,11299.958268854516,95610.997405713,123
9558,96840.997405713,236549.16572158408,14130.772589284512,95610.997405713,123
9559,96840.997405713,236186.41830795465,14116.093467510173,95610.997405713,123
9560,96840.997405713,236194.2684958513,14117.606299634941,95610.997405713,123
9561,96840.997405713,236685.69396893424,12539.8984903786,95610.997405713,123
9562,96840.997405713,236141.9615648745,12522.413578645279,95610.997405713,123
9563,96840.997405713,235838.03327731558,15498.046558049584,95610.997405713,123
9564,96840.997405713,235299.66156683498,15442.092452916298,95610.997405713,123
9565,96840.997405713,236695.57704808132,9650.873936942724,95610.997405713,123
9566,96840.997405713,236949.58509702672,9265.745316711329,95610.997405713,123
9567,96840.997405713,236866.12857182877,11470.788738877838,95610.997405713,123
9568,96840.997405713,237272.6933238794,9808.095745502398,95610.997405713,123
9569,96840.997405713,236441.0577736988,9212.739224665427,95610.997405713,123
9570,96840.997405713,238211.43844991652,9498.995671091148,95610.997405713,123
9571,96840.997405713,237047.91076884966,9258.802707648154,95610.997405713,123
9572,96840.997405713,236582.0551201741,9233.283423539733,95610.997405713,123
9573,96840.997405713,237305.7723756225,9155.090567939535,95610.997405713,123
9574,96840.997405713,237069.29784742295,9117.817260957547,95610.997405713,123
9575,96840.997405713,237184.7500054429,11245.474388961931,95610.997405713,123
9576,96840.997405713,237016.08608796535,9214.710013059455,95610.997405713,123
9577,96840.997405713,236473.1695650304,9465.08220995269,95610.997405713,123
9578,96840.997405713,236162.45451325574,11358.210477154735,95610.997405713,123
9579,96840.997405713,236552.07451965337,11465.903338621672,95610.997405713,123
9580,96840.997405713,236856.13963586604,11589.389603193315,95610.997405713,123
9581,96840.997405713,236547.15639383148,11408.417977914201,95610.997405713,123
9582,96840.997405713,236544.22293293345,11372.448762376225,95610.997405713,123
9583,96840.997405713,235916.95309517204,14272.372479499532,95610.997405713,123
9584,96840.997405713,236356.70874915613,14234.130771652624,95610.997405713,123
9585,96840.997405713,235438.90378007968,16633.650665408462,95610.997405713,123
9586,96820.57777480397,235636.7785630737,17782.30779699032,95590.57777480397,123
9587,96820.57777480397,235131.90159568295,15408.883329998163,95590.57777480397,123
9588,96820.57777480397,236223.13271889903,12691.955667346812,95590.57777480397,123
9589,96820.57777480397,235915.79152479596,14182.964102052092,95590.57777480397,123
9590,96820.57777480397,236359.04057119746,15383.895935524904,95590.57777480397,123
9591,96820.57777480397,235840.5222675668,15160.890686599858,95590.57777480397,123
9592,96820.57777480397,236094.1451614205,14205.533884092598,95590.57777480397,123
9593,96820.57777480397,236630.99257141512,11236.460463720088,95590.57777480397,123
9594,96820.57777480397,236432.25617374052,11181.032210120273,95590.57777480397,123
9595,96820.57777480397,236852.19724055415,9198.185986111666,95590.57777480397,123
9596,96820.57777480397,236519.3031803129,11232.618638324075,95590.57777480397,123
9597,96820.57777480397,236599.62167511057,11310.196850726572,95590.57777480397,123
9598,96820.57777480397,236829.12471462775,11211.727012942993,95590.57777480397,123
9599,96820.57777480397,236029.7690053131,12646.090079643425,95590.57777480397,123
9600,96820.57777480397,237200.52175747752,11483.77495315688,95590.57777480397,123
9601,96820.57777480397,237082.65687998192,11107.33318223487,95590.57777480397,123
9602,96820.57777480397,237104.91488920062,11167.621890669338,95590.57777480397,123
9603,96820.57777480397,236615.5416457845,11176.179756021696,95590.57777480397,123
9604,96820.57777480397,236002.08360193452,12859.852395853568,95590.57777480397,123
9605,96820.57777480397,236574.78671835142,9650.526555548486,95590.57777480397,123
9606,96820.57777480397,237284.31998539346,11238.894654921103,95590.57777480397,123
9607,96820.57777480397,236881.3395110572,11358.383093400142,95590.57777480397,123
9608,96820.57777480397,237015.47531438078,9216.248517736825,95590.57777480397,123
9609,96820.57777480397,237191.3071267371,9151.817007049382,95590.57777480397,123
9610,96820.57777480397,236297.0420768814,10968.987999823765,95590.57777480397,123
9611,96820.57777480397,236599.9025036999,11101.952134911235,95590.57777480397,123
9612,96820.57777480397,237425.60959219944,11160.844935548037,95590.57777480397,123
9613,96820.57777480397,237506.37678708855,11309.460902682462,95590.57777480397,123
9614,96682.94411516722,237181.66745486754,12869.886527259878,95452.94411516722,123
9615,96682.94411516722,236882.74426272328,11031.620051502472,95452.94411516722,123
9616,96682.94411516722,236931.37251494345,9247.644115716235,95452.94411516722,123
9617,96682.94411516722,237178.5006143382,9412.104914926653,95452.94411516722,123
9618,96682.94411516722,237146.89891645097,9221.951612636942,95452.94411516722,123
9619,96682.94411516722,237699.20384953625,9150.74721136898,95452.94411516722,123
9620,96682.94411516722,237014.50337565833,11222.35667467552,95452.94411516722,123
9621,96682.94411516722,237080.2771638261,11130.24481493805,95452.94411516722,123
9622,96682.94411516722,237399.88260613548,9135.806253983628,95452.94411516722,123
9623,96682.94411516722,236211.63230970025,12659.590211329429,95452.94411516722,123
9624,96682.94411516722,235727.33813721288,17790.9595060306,95452.94411516722,123
9625,96682.94411516722,234353.11525591853,19649.16254602776,95452.94411516722,123
9626,96682.94411516722,234886.63436257452,17457.24883621423,95452.94411516722,123
9627,96682.94411516722,236617.66309197163,12681.047729637667,95452.94411516722,123
9628,96682.94411516722,236470.97969868057,12740.38262502364,95452.94411516722,123
9629,96682.94411516722,236573.95272344167,12769.400492062108,95452.94411516722,123
9630,96682.94411516722,236808.98294790147,11095.629316625727,95452.94411516722,123
9631,96682.94411516722,236966.161188905,9321.234585399492,95452.94411516722,123
9632,96682.94411516722,236798.46722016763,9065.236528595815,95452.94411516722,123
9633,96682.94411516722,237375.37292808687,9467.921363720783,95452.94411516722,123
9634,96682.94411516722,236915.18925250357,12808.89143890813,95452.94411516722,123
9635,96682.94411516722,237298.29538161098,8900.714494978905,95452.94411516722,123
9636,96682.94411516722,236180.54543511046,10965.704746355608,95452.94411516722,123
9637,96682.94411516722,235377.52872092105,16709.441207251763,95452.94411516722,123
9638,96682.94411516722,236242.62992096492,14298.936921396511,95452.94411516722,123
9639,96682.94411516722,236816.88964666438,13006.765945545472,95452.94411516722,123
9640,96682.94411516722,236890.72220313057,12662.581300172204,95452.94411516722,123
9641,96682.94411516722,236804.38062768127,10762.807601827843,95452.94411516722,123
9642,96682.94411516722,236995.471409333,9457.351791302926,95452.94411516722,123
9643,96682.94411516722,237098.61235505558,9084.985447093768,95452.94411516722,123
9644,96459.6351533868,236424.95730536876,12804.183314499367,95229.6351533868,123
9645,96459.6351533868,236689.88973429435,11130.135760098092,95229.6351533868,123
9646,96459.6351533868,236907.63084699548,9397.945031746012,95229.6351533868,123
9647,96459.6351533868,236857.75488386228,9355.432974256531,95229.6351533868,123
9648,96459.6351533868,236472.1937876003,11233.094511039448,95229.6351533868,123
9649,96459.6351533868,236666.66198935217,12754.527894752517,95229.6351533868,123
9650,96459.6351533868,237028.2599874225,12938.678501308868,95229.6351533868,123
9651,96459.6351533868,236688.44061285586,14426.558250940505,95229.6351533868,123
9652,96459.6351533868,236198.66045205737,13012.350333787048,95229.6351533868,123
9653,96459.6351533868,236118.30335334426,12955.436723511766,95229.6351533868,123
9654,96459.6351533868,236387.19623980412,14166.52599681918,95229.6351533868,123
9655,96459.6351533868,236648.135185621,14052.699531408625,95229.6351533868,123
9656,96459.6351533868,237050.77382035446,12783.774584986253,95229.6351533868,123
9657,96459.6351533868,235540.43835279465,16419.87109024806,95229.6351533868,123
9658,96459.6351533868,236299.0488860594,12752.854531721925,95229.6351533868,123
9659,96459.6351533868,236040.4664129552,13655.35170527628,95229.6351533868,123
9660,96459.6351533868,236575.84326933906,11031.307526527036,95229.6351533868,123
9661,96459.6351533868,236523.25029695325,12969.711018656313,95229.6351533868,123
9662,96459.6351533868,236404.24134978643,11033.211264503698,95229.6351533868,123
9663,96459.6351533868,237146.88182535305,9428.156107749952,95229.6351533868,123
9664,96459.6351533868,236645.15656477876,9020.464633925723,95229.6351533868,123
9665,96459.6351533868,236870.0653543698,9385.174244960705,95229.6351533868,123
9666,96459.6351533868,237346.63416630265,9740.25171696498,95229.6351533868,123
9667,96459.6351533868,236897.97133935647,11250.459684648584,95229.6351533868,123
9668,96459.6351533868,236706.79160353332,11038.49225030795,95229.6351533868,123
9669,96459.6351533868,236365.21745341754,9658.863912756431,95229.6351533868,123
9670,96459.6351533868,237305.25038616484,9539.945234839308,95229.6351533868,123
9671,96459.6351533868,236272.26916112806,11251.316193368428,95229.6351533868,123
