Generation,Best Fitness,Mean Fitness,Std Dev,Transport Cost,Total y_m
121,193346.1275321449,236942.77966770268,7916.137789616568,192106.1275321449,124
122,193346.1275321449,236587.67781277336,7716.446726639634,192106.1275321449,124
123,193346.1275321449,237011.07910304045,7789.907954015223,192106.1275321449,124
124,193346.1275321449,237606.7922072199,7251.117018312194,192106.1275321449,124
125,192246.9513323289,237342.19241337513,8448.159872769125,191006.9513323289,124
126,192246.9513323289,237494.14621120956,7931.508064403671,191006.9513323289,124
127,191544.1396848942,237513.97764793673,7410.155917687022,190294.1396848942,125
128,191028.02428964415,237208.56139616133,8036.943366153127,189778.02428964415,125
129,191028.02428964415,237598.4914117936,7592.749091120532,189778.02428964415,125
130,191028.02428964415,238218.17379095507,7363.793676806138,189778.02428964415,125
131,191028.02428964415,237665.70243409072,7237.895246222413,189778.02428964415,125
132,191028.02428964415,237077.7421070779,7554.3555961321445,189778.02428964415,125
133,189953.3812087716,237032.51410652508,8203.36165552885,188703.3812087716,125
134,189953.3812087716,237459.11276375904,7592.896915478124,188703.3812087716,125
135,189953.3812087716,236780.87310365186,7557.225556512189,188703.3812087716,125
136,189835.25375520237,237142.35983830274,7742.214112183281,188585.25375520237,125
137,189835.25375520237,237078.14642272706,7549.192600028117,188585.25375520237,125
138,189835.25375520237,237400.2935725554,7630.670187004556,188585.25375520237,125
139,189835.25375520237,236749.576622631,7822.884352108096,188585.25375520237,125
140,189835.25375520237,237411.69585509508,7789.630694893658,188585.25375520237,125
141,189835.25375520237,237169.70723349976,7267.922750233283,188585.25375520237,125
142,189685.42734806726,237164.54990056687,7587.883360252233,188435.42734806726,125
143,189685.42734806726,237467.2869386551,7236.676759407445,188435.42734806726,125
144,189685.42734806726,237539.9869538276,7284.414700331852,188435.42734806726,125
145,188022.1413849416,237296.4684755568,7595.695115575375,186772.1413849416,125
146,188022.1413849416,237512.69449141965,7765.448258462718,186772.1413849416,125
147,188022.1413849416,238021.45418540758,7528.954602128842,186772.1413849416,125
148,188022.1413849416,237562.74256324023,7041.01421247605,186772.1413849416,125
149,188022.1413849416,237315.377384467,7954.321773975425,186772.1413849416,125
150,188022.1413849416,237099.7106935577,7533.261562620169,186772.1413849416,125
151,188022.1413849416,236978.00485373533,7659.291427801965,186772.1413849416,125
152,188022.1413849416,236962.6047887381,8353.783159232315,186772.1413849416,125
153,188022.1413849416,236939.06275973248,7788.084697067366,186772.1413849416,125
154,188022.1413849416,236906.20955662025,7609.781351851902,186772.1413849416,125
155,188022.1413849416,237473.13700563204,7210.594173084448,186772.1413849416,125
156,188022.1413849416,237934.763818255,7020.685097959563,186772.1413849416,125
157,187887.3817849062,236281.22403703484,7626.75295772939,186637.3817849062,125
158,187887.3817849062,236967.58684851314,8453.271188795032,186637.3817849062,125
159,187887.3817849062,236531.07249515122,8052.355084614703,186637.3817849062,125
160,187887.3817849062,236880.9623306699,7335.940425793675,186637.3817849062,125
161,187779.75391377165,236835.52433819126,7382.782236319447,186539.75391377165,124
162,187779.75391377165,237641.74213994603,7512.618547500534,186539.75391377165,124
163,187779.75391377165,236704.9785421651,7457.376380459,186539.75391377165,124
164,187779.75391377165,237006.69694828332,7260.793364320427,186539.75391377165,124
165,187779.75391377165,237672.41133459588,7254.357734672668,186539.75391377165,124
166,187779.75391377165,236822.44263961085,7699.456741864481,186539.75391377165,124
167,187779.75391377165,237195.8890666333,7764.05410907271,186539.75391377165,124
168,186557.58484433396,236433.34831753498,8813.684402741022,185317.58484433396,124
169,186557.58484433396,237331.33140046758,7985.627936573688,185317.58484433396,124
170,186557.58484433396,237159.1952856864,7381.00010446694,185317.58484433396,124
171,186557.58484433396,237622.43712039202,7568.791708955113,185317.58484433396,124
172,186557.58484433396,237749.86427869773,7573.376614930465,185317.58484433396,124
173,186557.58484433396,237595.14710870976,7297.556086541424,185317.58484433396,124
174,186557.58484433396,237309.62074992037,7227.207055807853,185317.58484433396,124
175,185539.70746158174,237028.07183754153,7652.844651298379,184299.70746158174,124
176,185539.70746158174,236988.0959811184,7541.840282684657,184299.70746158174,124
177,185539.70746158174,237182.9263854641,7276.310994501247,184299.70746158174,124
178,185539.70746158174,236871.83249075527,7513.733331831053,184299.70746158174,124
179,185539.70746158174,236491.70081571597,7228.5691124462355,184299.70746158174,124
180,185539.70746158174,236762.80717671782,8016.190813278474,184299.70746158174,124
181,185539.70746158174,236909.84432808793,8042.855413743965,184299.70746158174,124
182,185539.70746158174,236370.84751666867,7737.295497155169,184299.70746158174,124
183,185539.70746158174,237228.82854044368,7576.587444172603,184299.70746158174,124
184,185539.70746158174,236616.8641228618,7805.678150499578,184299.70746158174,124
185,185539.70746158174,236187.94097132827,7830.37471677547,184299.70746158174,124
186,185539.70746158174,237272.0507384658,7475.419184598771,184299.70746158174,124
187,185539.70746158174,237739.77465828287,7169.398310581709,184299.70746158174,124
188,185539.70746158174,237436.8317752915,7293.946518495589,184299.70746158174,124
189,185539.70746158174,236883.75962725014,7338.261381451688,184299.70746158174,124
190,185539.70746158174,237014.56409326513,7490.787187486391,184299.70746158174,124
191,185539.70746158174,237450.4472318221,7873.610560684457,184299.70746158174,124
192,185539.70746158174,237775.36794542847,7577.587302724937,184299.70746158174,124
193,185539.70746158174,237012.16268224348,7112.124917866309,184299.70746158174,124
194,185539.70746158174,236829.99545785313,7612.005198644273,184299.70746158174,124
195,185539.70746158174,236795.83902614986,7643.362897111045,184299.70746158174,124
196,185539.70746158174,237066.05431285064,7166.8676277489785,184299.70746158174,124
197,185539.70746158174,236535.5241003291,7548.77194805805,184299.70746158174,124
198,185539.70746158174,237344.11851323897,7048.722596994403,184299.70746158174,124
199,185539.70746158174,236631.4285363589,6996.0694465329525,184299.70746158174,124
200,185539.70746158174,237719.14737180216,7100.341250470326,184299.70746158174,124
201,185539.70746158174,237166.10283804117,7376.0285721817945,184299.70746158174,124
202,185539.70746158174,237440.0398413841,7104.2318706332735,184299.70746158174,124
203,185539.70746158174,237556.86332123238,6910.457791509706,184299.70746158174,124
204,185539.70746158174,237111.6934018945,7475.446630387479,184299.70746158174,124
205,185230.3490669863,236538.03625143046,8958.02872557224,183990.3490669863,124
206,185230.3490669863,236181.20055212855,8947.13396813779,183990.3490669863,124
207,185230.3490669863,236211.55808719606,8231.320380428899,183990.3490669863,124
208,185230.3490669863,236312.21195223145,8446.015171459534,183990.3490669863,124
209,185230.3490669863,236898.76432098413,8048.022078594178,183990.3490669863,124
210,185230.3490669863,238177.08927672077,7535.140903638181,183990.3490669863,124
211,185230.3490669863,237082.11078021844,8045.635887385045,183990.3490669863,124
212,185230.3490669863,237342.0765191907,7267.6830649075955,183990.3490669863,124
213,185230.3490669863,237662.30177261558,7426.930394670053,183990.3490669863,124
214,184885.77628951706,237086.7955487572,7599.8952325025175,183645.77628951706,124
215,184885.77628951706,236655.76204146308,9160.570719705664,183645.77628951706,124
216,184885.77628951706,236822.82294164956,7408.7117597352135,183645.77628951706,124
217,184885.77628951706,236958.62007143415,8293.9840401287,183645.77628951706,124
218,184885.77628951706,236908.1448932243,7265.435394310737,183645.77628951706,124
219,184885.77628951706,237500.42472579633,7248.685435321652,183645.77628951706,124
220,184885.77628951706,237389.0774967728,6998.267063870651,183645.77628951706,124
221,184885.77628951706,237325.49551202322,7312.225785762454,183645.77628951706,124
222,184885.77628951706,237674.98915906512,7749.3779764293495,183645.77628951706,124
223,184885.77628951706,236922.0815697961,7104.947458292974,183645.77628951706,124
224,184885.77628951706,237225.9494177886,7943.538801275982,183645.77628951706,124
225,184763.383124233,237396.05175732606,7770.608601272193,183523.383124233,124
226,184763.383124233,237537.45696812856,7937.272104588574,183523.383124233,124
227,184763.383124233,236684.74203815465,8362.456803953488,183523.383124233,124
228,184763.383124233,237294.670141252,8407.03598718974,183523.383124233,124
229,184763.383124233,237183.02426909728,8510.821017500084,183523.383124233,124
230,184394.3137800997,236729.4902478313,8204.192474394293,183154.3137800997,124
231,184394.3137800997,236734.5880271178,7955.779658680768,183154.3137800997,124
232,184394.3137800997,237141.88877850416,7296.307282687332,183154.3137800997,124
233,184394.3137800997,237198.24338303728,7616.94431686624,183154.3137800997,124
234,184394.3137800997,237310.41006989527,7948.612063093407,183154.3137800997,124
235,183245.46212178844,236688.4187583548,8212.785850451131,182005.46212178844,124
236,183245.46212178844,236574.80411907332,9506.946762236406,182005.46212178844,124
237,183245.46212178844,236963.68629208778,8568.344068486273,182005.46212178844,124
238,183245.46212178844,237141.86888266148,7470.863005047531,182005.46212178844,124
239,183245.46212178844,237537.47348650283,7224.2118479578585,182005.46212178844,124
240,183245.46212178844,237362.43557772398,7032.846628745069,182005.46212178844,124
241,183245.46212178844,237370.9214834923,7532.325815302149,182005.46212178844,124
242,183245.46212178844,237219.57748858916,7540.477356537822,182005.46212178844,124
243,183245.46212178844,237018.4784371425,8391.96384896639,182005.46212178844,124
244,183245.46212178844,236565.00323584222,8836.740028867931,182005.46212178844,124
245,183245.46212178844,236804.08511044958,7911.662097912407,182005.46212178844,124
246,183245.46212178844,236988.00385777236,7801.609975998538,182005.46212178844,124
247,183245.46212178844,237559.39761658426,7503.720109010608,182005.46212178844,124
248,183245.46212178844,237163.79617564465,7014.633736860882,182005.46212178844,124
249,183245.46212178844,237318.75653232107,7614.79868147606,182005.46212178844,124
250,183245.46212178844,237405.01151027487,7664.209699178399,182005.46212178844,124
251,183245.46212178844,236600.68389888623,7206.7201461668865,182005.46212178844,124
252,183245.46212178844,236587.7095190273,7386.000352539276,182005.46212178844,124
253,183132.89093107317,236876.9853360545,7661.981481346263,181892.89093107317,124
254,183132.89093107317,237701.4619575028,7945.553736035554,181892.89093107317,124
255,183132.89093107317,237335.26496241966,7409.620145420334,181892.89093107317,124
256,183132.89093107317,237081.6832222236,7241.138738798821,181892.89093107317,124
257,183132.89093107317,237106.54405850894,7836.057939984311,181892.89093107317,124
258,183132.89093107317,236650.0691332987,7389.102326969162,181892.89093107317,124
259,183132.89093107317,236950.49106540502,8229.085475888602,181892.89093107317,124
260,183132.89093107317,237169.29551713954,7659.200831300444,181892.89093107317,124
261,183132.89093107317,237132.02834911773,7463.516395035184,181892.89093107317,124
262,182907.74880255628,236868.40071980376,7515.037421518232,181667.74880255628,124
263,182907.74880255628,237789.5034660059,7714.926373146522,181667.74880255628,124
264,182907.74880255628,237228.53330044675,8001.12564540647,181667.74880255628,124
265,182907.74880255628,236952.33452115624,7960.588465899625,181667.74880255628,124
266,182907.74880255628,237013.06960545116,8410.004042212644,181667.74880255628,124
267,182907.74880255628,236857.08970695478,8433.457420946583,181667.74880255628,124
268,182466.49516092884,236859.2645861627,8977.584944771239,181226.49516092884,124
269,182466.49516092884,236615.87935548322,9020.609146404578,181226.49516092884,124
270,182466.49516092884,236550.3898775847,8660.474490654069,181226.49516092884,124
271,182466.49516092884,236742.27885396825,9294.370196555665,181226.49516092884,124
272,182466.49516092884,236793.1087860282,8773.253856122587,181226.49516092884,124
273,182466.49516092884,236180.8895629323,9304.114787068289,181226.49516092884,124
274,182466.49516092884,236406.75194321573,8469.39850005451,181226.49516092884,124
275,182466.49516092884,236650.64847823596,8460.53844098527,181226.49516092884,124
276,182466.49516092884,236715.84727420835,8620.853379779903,181226.49516092884,124
277,182466.49516092884,237076.22739814883,8270.300978791915,181226.49516092884,124
278,182466.49516092884,236986.8215295167,8260.446531056587,181226.49516092884,124
279,182466.49516092884,237070.37078208095,8420.222700053526,181226.49516092884,124
280,182466.49516092884,236809.47903849036,8953.501554781158,181226.49516092884,124
281,182466.49516092884,237229.37101614958,8202.823539992725,181226.49516092884,124
282,182466.49516092884,236472.15717316826,8009.489800716462,181226.49516092884,124
283,182219.7195538673,236371.89670404562,8492.986417524728,180979.7195538673,124
284,182219.7195538673,237137.0684951603,8121.352015193385,180979.7195538673,124
285,182219.7195538673,237419.03748193083,8079.900839364271,180979.7195538673,124
286,182219.7195538673,236952.6545824765,8130.313428050439,180979.7195538673,124
287,182219.7195538673,236692.8790828398,8172.393926343596,180979.7195538673,124
288,182073.82543958546,236919.20641194182,7702.154249118681,180833.82543958546,124
289,182073.82543958546,237411.77430025995,7557.724856580264,180833.82543958546,124
290,182073.82543958546,237672.92804938272,6851.190910880145,180833.82543958546,124
291,182073.82543958546,237393.53402004074,7717.360719845165,180833.82543958546,124
292,180395.44224893072,237633.31161141733,7839.070695327982,179155.44224893072,124
293,180395.44224893072,236984.33347823186,7896.737799791958,179155.44224893072,124
294,180395.44224893072,236985.3061510855,7710.616371733215,179155.44224893072,124
295,180395.44224893072,237254.4400990073,7423.871419567278,179155.44224893072,124
296,180395.44224893072,236887.16176410866,7619.0347407498075,179155.44224893072,124
297,180395.44224893072,236788.200732383,7872.837327757249,179155.44224893072,124
298,180395.44224893072,237365.30123958373,7525.640006197905,179155.44224893072,124
299,180395.44224893072,236950.7059468852,8640.725182337224,179155.44224893072,124
300,180395.44224893072,237303.48924954952,7470.998662800078,179155.44224893072,124
301,180349.72708390665,237186.10679213767,7807.4623876160795,179099.72708390665,125
302,180263.9027913278,236380.61252657464,8889.129457647823,179013.9027913278,125
303,179910.4838470614,237250.50326927388,8537.139506936537,178660.4838470614,125
304,179910.4838470614,236477.92127171523,7926.86572058035,178660.4838470614,125
305,179910.4838470614,237582.89345510257,7284.533861512536,178660.4838470614,125
306,179910.4838470614,236937.44397275077,7174.442304231223,178660.4838470614,125
307,179910.4838470614,237538.15978160777,7415.001417666193,178660.4838470614,125
308,179910.4838470614,237366.79760009333,7236.642177777739,178660.4838470614,125
309,179910.4838470614,236951.1733383261,7323.152171635937,178660.4838470614,125
310,179910.4838470614,236996.146384202,7616.901447782735,178660.4838470614,125
311,179910.4838470614,237374.68220431363,7557.128218826638,178660.4838470614,125
312,179859.7520125328,237317.1234382214,7948.221998016532,178609.7520125328,125
313,179859.7520125328,237339.1734056776,7099.232278051382,178609.7520125328,125
314,179859.7520125328,237272.29599511487,7698.460038983779,178609.7520125328,125
315,179859.7520125328,237500.44997679922,7620.708211732167,178609.7520125328,125
316,179859.7520125328,237496.7991631433,8003.1022813778745,178609.7520125328,125
317,179859.7520125328,236851.4653904169,8704.66595677814,178609.7520125328,125
318,179859.7520125328,236672.66402998913,8882.216235959258,178609.7520125328,125
319,179718.09504072455,236365.58154459475,8331.30744116517,178468.09504072455,125
320,179718.09504072455,237289.93840574258,8473.46027080322,178468.09504072455,125
321,179718.09504072455,237228.8675303157,8647.066828150919,178468.09504072455,125
322,179718.09504072455,237027.48286522558,7870.6648605055,178468.09504072455,125
323,179718.09504072455,237578.15820160185,7530.025613484155,178468.09504072455,125
324,179718.09504072455,237333.15358525736,7826.859276240015,178468.09504072455,125
325,179718.09504072455,237863.206142538,7706.061657357154,178468.09504072455,125
326,179718.09504072455,237065.41863666297,7590.1216727133915,178468.09504072455,125
327,179718.09504072455,237017.88233382136,8603.946827925374,178468.09504072455,125
328,179718.09504072455,236709.81299919862,7683.980687584478,178468.09504072455,125
329,179718.09504072455,236962.24736061142,7961.168635105947,178468.09504072455,125
330,179718.09504072455,238036.91085105488,7843.124565019925,178468.09504072455,125
331,179718.09504072455,237750.78193145344,7491.562373568775,178468.09504072455,125
332,179718.09504072455,237229.9376201781,8011.317349761459,178468.09504072455,125
333,179718.09504072455,237227.34944892026,7577.700602715817,178468.09504072455,125
334,179718.09504072455,237014.3571955771,7816.297168061411,178468.09504072455,125
335,179718.09504072455,237100.19005073365,7419.04184031717,178468.09504072455,125
336,179718.09504072455,237718.90723966947,7249.261215837369,178468.09504072455,125
337,179718.09504072455,236838.22335005124,7387.162077155885,178468.09504072455,125
338,179718.09504072455,236525.0537925819,8111.60208638374,178468.09504072455,125
339,179718.09504072455,237018.66483271582,7465.740097696044,178468.09504072455,125
340,179718.09504072455,237464.58990676652,7397.826022213422,178468.09504072455,125
341,179718.09504072455,237377.37153762628,7164.399644348398,178468.09504072455,125
342,179718.09504072455,237864.083111544,7279.076425886443,178468.09504072455,125
343,179718.09504072455,236750.50555613692,6959.289800513183,178468.09504072455,125
344,179718.09504072455,237068.9605941665,7339.163933205212,178468.09504072455,125
345,179718.09504072455,236743.64494303672,8131.479643863776,178468.09504072455,125
346,179718.09504072455,237351.98335886627,7124.316289156435,178468.09504072455,125
347,179718.09504072455,237254.80921833552,7939.254333870631,178468.09504072455,125
348,179711.7341267977,237020.1950142802,7878.893610459627,178451.7341267977,126
349,179711.7341267977,236449.01084701676,8187.183753340527,178451.7341267977,126
350,179711.7341267977,236868.6614148084,8436.5832276411,178451.7341267977,126
351,179711.7341267977,237284.93276324362,7975.1491964681745,178451.7341267977,126
352,179711.7341267977,236596.38877326227,7813.27437494219,178451.7341267977,126
353,179711.7341267977,236325.53253829063,7897.671317185677,178451.7341267977,126
354,179711.7341267977,236674.09692951877,7686.170413868801,178451.7341267977,126
355,179704.38527625217,236491.64099754696,7749.2942547958655,178444.38527625217,126
356,179704.38527625217,236701.57108571113,7702.191824294528,178444.38527625217,126
357,179407.9529111996,236519.50511565583,7725.023228169488,178147.9529111996,126
358,179407.9529111996,237829.2985748586,7816.3509212261715,178147.9529111996,126
359,179407.9529111996,237429.10041333918,7809.324824339977,178147.9529111996,126
360,179407.9529111996,236980.50132171603,7145.905168554296,178147.9529111996,126
361,179407.9529111996,237239.36533954728,7032.954393106255,178147.9529111996,126
362,179407.9529111996,237517.55368916053,7468.163301661425,178147.9529111996,126
363,179407.9529111996,236674.32994999335,8339.337817675041,178147.9529111996,126
364,179407.9529111996,236700.8657910593,8155.258672134869,178147.9529111996,126
365,179407.9529111996,237265.4894143157,7714.1562552089335,178147.9529111996,126
366,179407.9529111996,236704.8083538134,7312.376350985231,178147.9529111996,126
367,179407.9529111996,237250.4289122531,7814.694503383419,178147.9529111996,126
368,179407.9529111996,237275.0407275619,7371.114085814868,178147.9529111996,126
369,179407.9529111996,236904.06913889127,7679.209726450682,178147.9529111996,126
370,179407.9529111996,237551.15393609685,8269.023011178399,178147.9529111996,126
371,179407.9529111996,237437.57787011078,7737.052163127053,178147.9529111996,126
372,179407.9529111996,236934.13560585593,8485.873053679581,178147.9529111996,126
373,179407.9529111996,237416.3024190239,7690.320428223614,178147.9529111996,126
374,179407.9529111996,236958.48104608883,8302.897674590704,178147.9529111996,126
375,179407.9529111996,237199.07965857768,8138.78606486264,178147.9529111996,126
376,179407.9529111996,237027.16366304288,8186.976819602678,178147.9529111996,126
377,179407.9529111996,237039.2251781293,7949.400445049957,178147.9529111996,126
378,179407.9529111996,237425.84507416483,7375.0453080262405,178147.9529111996,126
379,179407.9529111996,236839.56569604986,7163.507480341986,178147.9529111996,126
380,178089.67904377694,237420.67524745737,7806.0679224768755,176819.67904377694,127
381,178089.67904377694,237132.59363283677,7279.108987066065,176819.67904377694,127
382,177780.0471730249,236725.2988545683,8449.131069197972,176520.0471730249,126
383,177780.0471730249,237545.71192126293,7679.407059180623,176520.0471730249,126
384,177780.0471730249,236862.0112626797,7788.215692588757,176520.0471730249,126
385,177780.0471730249,236982.26892632066,8199.438249773664,176520.0471730249,126
