搬送開始時刻,搬送完了時刻,要支援者ID,避難所ID,車両ID,搬送回数
6286.47,6334.64,266,7,1,6
6308.22,6334.64,283,7,1,6
6442.34,6507.97,277,7,9,6
6449.77,6541.03,267,7,6,6
6494.11,6541.03,271,7,6,6
6560.3,6935.84,85,8,8,6
6624.42,6935.84,88,8,8,6
6743.25,6935.84,93,8,8,6
6862.09,6935.84,98,8,8,6
6862.09,6935.84,105,8,8,6
6980.22,7087.38,265,7,3,6
7040.46,7087.38,269,7,3,6
6732.65,7127.67,95,8,5,6
6890.39,7127.67,107,8,5,6
6969.45,7127.67,113,8,5,6
7024.93,7127.67,114,8,5,6
6878.33,7232.67,145,9,0,7
6960.19,7232.67,185,9,0,7
7083.34,7232.67,194,9,0,7
7122.63,7279.6,96,8,7,6
7180.96,7279.6,115,8,7,6
7328.48,7402.24,91,8,2,6
7589.34,7702.04,101,8,1,7
7668.08,7744.73,230,10,8,7
7752.32,7833.52,244,11,4,7
7752.32,7833.52,246,11,4,7
7827.57,7892.67,110,8,9,7
8079.12,8139.43,229,10,2,7
7963.58,8294.75,154,9,6,7
8128.05,8294.75,196,9,6,7
8337.23,8445.21,84,8,3,7
8422.22,8445.21,89,8,3,7
8569.25,8682.23,197,9,9,8
8459.79,8719.7,213,10,1,8
8607.53,8719.7,216,10,1,8
8710.93,8719.7,231,10,1,8
8638.92,8918.63,248,11,5,7
8727.21,8918.63,252,11,5,7
8815.5,8918.63,253,11,5,7
8438.16,8968.36,303,12,0,8
8483.6,8968.36,309,12,0,8
8603.7,8968.36,316,12,0,8
8723.96,8968.36,320,12,0,8
9121.5,9199.7,152,9,3,8
8574.67,9355.81,297,12,7,7
8695.11,9355.81,298,12,7,7
9052.36,9355.81,311,12,7,7
9202.0,9355.81,315,12,7,7
8977.9,9409.11,304,12,8,8
9007.61,9409.11,308,12,8,8
9179.48,9409.11,319,12,8,8
9448.33,9555.73,317,12,6,8
9439.81,9558.62,227,10,9,9
9837.15,9923.71,245,11,2,8
9861.3,9923.71,250,11,2,8
9946.26,9984.27,63,13,0,9
9736.82,10151.37,313,12,4,8
9873.69,10151.37,323,12,4,8
9934.61,10339.39,314,12,1,9
10069.89,10339.39,321,12,1,9
10294.72,10496.79,57,14,0,10
10302.59,10496.79,59,14,0,10
10419.27,10496.79,86,14,0,10
10450.07,10511.52,41,15,6,9
10473.64,10511.52,48,15,6,9
10505.88,10603.1,92,14,7,8
10617.47,10653.55,172,16,8,9
10799.23,10882.46,249,11,3,9
10821.67,10882.46,254,11,3,9
11116.07,11139.5,60,13,4,9
11225.61,11360.08,247,11,9,10
11291.96,11360.08,256,11,9,10
11037.86,11388.58,169,16,7,9
11127.67,11388.58,171,16,7,9
11230.7,11388.58,179,16,7,9
11285.92,11416.6,65,13,1,10
11340.37,11416.6,70,13,1,10
11360.53,11416.6,79,13,1,10
11415.98,11443.77,76,14,4,10
11337.85,11490.65,199,17,0,11
11660.65,11688.97,74,14,1,11
11670.12,11867.62,200,17,8,10
11090.39,12083.79,299,12,5,8
11339.15,12083.79,302,12,5,8
11527.83,12083.79,310,12,5,8
11829.3,12083.79,318,12,5,8
11827.7,12174.1,312,12,2,9
11944.47,12174.1,322,12,2,9
12353.07,12539.34,210,17,7,10
11542.16,12629.57,203,17,6,10
12032.28,12629.57,225,17,6,10
12370.04,12938.18,202,17,4,11
12575.94,12938.18,207,17,4,11
13016.05,13086.34,68,13,5,9
12912.7,13110.09,306,12,3,10
13006.56,13110.09,307,12,3,10
13095.09,13291.53,69,13,2,10
13166.98,13291.53,77,13,2,10
13171.27,13291.53,78,13,2,10
13229.13,13291.53,108,13,2,10
13201.91,13451.21,258,18,0,12
13240.63,13451.21,262,18,0,12
13367.38,13451.21,264,18,0,12
12804.11,13500.38,204,17,1,12
13204.81,13500.38,206,17,1,12
13388.62,13558.41,170,16,5,10
13522.33,13558.41,173,16,5,10
13533.93,13608.31,257,18,8,11
13578.87,13640.97,54,14,2,11
13560.1,13734.13,300,12,9,11
13979.84,14107.58,39,15,2,12
14212.08,14315.8,270,18,7,11
14203.75,14332.89,61,14,3,11
14284.2,14332.89,82,14,3,11
14322.01,14486.28,260,18,6,11
14403.1,14486.28,274,18,6,11
14394.6,14554.96,180,16,2,13
14564.12,14611.64,67,15,3,12
14630.02,14714.41,273,18,4,12
14692.56,14838.5,73,13,9,12
14773.93,14838.5,81,13,9,12
14931.88,14953.59,164,16,3,13
15078.71,15143.36,83,14,9,13
15203.01,15249.13,259,18,1,13
15216.9,15281.14,239,19,5,11
15418.63,15482.78,38,15,9,14
15493.41,15624.36,211,17,2,14
15700.44,15730.15,43,20,6,12
15907.18,15945.37,241,19,0,13
15964.39,16033.75,97,22,6,13
16131.16,16330.65,235,19,8,12
16189.97,16330.65,243,19,8,12
16256.1,16330.65,251,19,8,12
16653.71,16735.07,255,18,9,15
16691.83,16735.07,272,18,9,15
16179.19,16764.74,205,17,3,14
16382.48,16764.74,208,17,3,14
16764.23,16862.71,237,19,7,12
16744.15,16864.17,25,20,5,12
17221.76,17365.15,236,19,4,13
17274.59,17365.15,238,19,4,13
17470.41,17512.16,240,19,2,15
17696.21,17791.04,233,19,1,14
17737.43,17791.04,234,19,1,14
17862.39,18038.74,175,20,8,13
18475.99,18500.73,261,18,3,15
18227.86,18521.43,278,21,0,14
18357.47,18521.43,292,21,0,14
18438.8,18521.43,295,21,0,14
18912.61,18927.51,51,20,2,16
18831.94,18963.75,24,20,4,14
18938.47,18963.75,52,20,4,14
19089.73,19319.1,279,21,8,14
19245.31,19319.1,287,21,8,14
19218.17,19353.33,290,21,7,13
19274.34,19353.33,291,21,7,13
19283.79,19395.3,35,20,1,15
19246.26,19408.61,232,19,9,16
19345.24,19408.61,242,19,9,16
19761.42,19783.55,50,20,3,16
19678.5,19849.78,75,22,0,15
20123.56,20265.12,296,21,4,15
19895.49,20475.74,275,21,2,17
19914.69,20475.74,276,21,2,17
20036.38,20475.74,280,21,2,17
20181.65,20475.74,301,21,2,17
20330.5,20475.74,305,21,2,17
20415.21,20554.19,282,21,1,16
20436.61,20554.19,286,21,1,16
20487.37,20557.45,87,22,8,15
20548.93,20646.35,106,22,7,14
20783.14,20916.75,281,21,3,17
20865.49,20916.75,284,21,3,17
20858.96,21032.59,37,20,9,17
20958.26,21032.59,44,20,9,17
21012.68,21032.59,49,20,9,17
21447.47,21617.77,90,22,4,16
21575.57,21617.77,94,22,4,16
21722.46,21792.54,103,22,1,17
22113.8,22300.14,289,21,9,18
22134.3,22300.14,293,21,9,18
22216.05,22300.14,294,21,9,18
22080.14,22419.47,109,22,3,18
22253.6,22419.47,119,22,3,18
23361.64,23699.6,62,22,9,19
23361.64,23699.6,80,22,9,19
23555.57,23699.6,121,22,9,19
