搬送開始時刻,搬送完了時刻,要支援者ID,避難所ID,車両ID,搬送回数
4475.07,4502.02,288,7,2,4
4323.14,4517.25,186,4,7,4
4244.75,4628.31,190,4,4,4
4490.42,4628.31,192,4,4,4
4751.3,4751.3,201,5,0,5
4796.38,4905.68,95,8,8,5
4831.93,4905.68,105,8,8,5
4897.08,5055.3,265,7,3,5
4992.13,5055.3,285,7,3,5
5100.43,5222.56,89,8,9,5
5157.45,5222.56,110,8,9,5
4565.64,5262.77,102,6,1,5
4695.44,5262.77,117,6,1,5
5091.52,5262.77,228,6,1,5
5292.84,5403.68,217,5,6,5
5525.85,5595.16,215,5,7,5
5656.03,5740.24,214,5,4,5
5774.41,5839.76,218,6,0,6
5809.91,5839.76,221,6,0,6
5861.08,5987.4,107,8,2,5
6023.73,6073.68,263,7,5,5
6002.65,6115.35,101,8,1,6
5898.85,6348.57,152,9,9,6
6005.61,6348.57,185,9,9,6
6181.87,6348.57,196,9,9,6
6247.86,6367.11,98,8,3,6
6328.83,6367.11,104,8,3,6
6383.72,6486.85,248,11,8,6
6369.41,6531.24,222,6,6,6
6283.62,6542.73,85,8,7,6
6347.74,6542.73,88,8,7,6
6347.74,6542.73,91,8,7,6
6466.57,6542.73,93,8,7,6
6964.7,7076.87,216,10,1,7
7076.29,7225.62,194,9,3,7
7274.97,7351.62,230,10,7,7
7266.28,7359.34,84,8,6,7
7042.98,7386.42,226,6,4,6
7436.95,7497.74,254,11,2,6
7408.98,7564.43,266,7,0,7
7466.83,7564.43,269,7,0,7
7538.01,7564.43,283,7,0,7
7365.02,7840.85,96,8,5,6
7466.05,7840.85,111,8,5,6
7501.99,7840.85,113,8,5,6
7550.97,7840.85,115,8,5,6
7688.04,7840.85,120,8,5,6
7878.54,7946.66,256,11,9,7
7983.21,8102.02,227,10,3,8
8117.1,8222.49,213,10,6,8
8112.03,8339.52,100,8,4,7
8236.78,8339.52,114,8,4,7
8710.64,8730.13,247,11,1,8
8619.55,8793.58,300,12,8,7
9008.17,9101.03,212,10,4,8
8653.66,9195.15,306,12,7,8
8917.46,9195.15,323,12,7,8
8967.46,9210.35,145,9,0,8
8986.61,9210.35,154,9,0,8
9097.37,9210.35,197,9,0,8
9310.81,9438.77,244,11,5,7
9335.64,9438.77,253,11,5,7
9765.71,9852.18,249,11,3,9
9789.77,9852.18,250,11,3,9
9392.69,9874.18,304,12,2,7
9488.99,9874.18,315,12,2,7
9604.68,9874.18,321,12,2,7
10026.44,10104.27,229,10,0,9
10095.51,10104.27,231,10,0,9
10072.61,10134.86,77,13,7,9
9887.0,10202.83,245,11,6,9
9929.94,10202.83,246,11,6,9
10101.88,10202.83,268,11,6,9
9925.05,10240.57,164,16,8,8
10082.68,10240.57,179,16,8,8
10101.13,10605.38,297,12,9,8
10443.74,10605.38,316,12,9,8
10315.94,10719.19,314,12,4,9
10436.21,10719.19,318,12,4,9
10474.79,10719.19,320,12,4,9
10477.17,10779.25,29,15,7,10
10715.11,10779.25,38,15,7,10
10787.5,10868.2,65,13,2,8
10805.8,10868.2,108,13,2,8
10676.01,10999.55,302,12,1,9
10741.33,10999.55,307,12,1,9
10838.84,10999.55,313,12,1,9
10892.15,10999.55,317,12,1,9
11143.18,11179.26,173,16,7,11
11155.55,11217.64,54,14,2,9
11618.24,11706.74,68,13,4,10
11642.16,11706.74,81,13,4,10
11536.87,11706.92,60,13,9,9
11557.04,11706.92,73,13,9,9
11640.37,11706.92,78,13,9,9
11762.31,11795.01,252,11,0,10
11443.07,11867.37,41,15,2,10
11661.2,11867.37,53,15,2,10
11212.44,11958.53,199,17,8,9
11596.29,11958.53,207,17,8,9
11950.25,12027.76,86,14,9,10
11989.75,12054.4,83,14,1,10
12017.18,12064.23,57,14,4,11
11544.11,12161.89,298,12,5,8
11863.98,12161.89,309,12,5,8
12103.18,12161.89,310,12,5,8
11759.48,12238.97,308,12,3,10
11809.73,12238.97,311,12,3,10
12009.35,12238.97,322,12,3,10
12216.4,12279.29,171,16,2,11
12249.34,12287.22,48,15,9,11
12403.1,12530.85,39,15,4,12
12546.44,12691.1,169,16,9,12
12308.17,12987.11,299,12,6,10
12640.72,12987.11,312,12,6,10
12757.49,12987.11,319,12,6,10
12516.25,13034.18,203,17,7,12
13100.04,13135.96,70,13,5,9
13412.44,13440.23,76,14,5,10
13337.23,13497.58,180,16,3,11
13585.23,13628.47,272,18,8,10
13599.59,13682.78,274,18,4,13
13478.55,13898.92,208,17,2,12
13767.97,13898.92,211,17,2,12
13337.88,13935.17,225,17,1,11
13759.66,13936.96,303,12,0,11
13784.83,13953.9,72,15,5,11
13981.16,14009.47,74,14,6,11
13916.71,14292.24,205,17,9,13
14317.83,14353.91,172,16,5,12
14703.6,14749.72,259,18,7,13
14881.64,15111.84,63,13,0,12
14959.67,15111.84,69,13,0,12
15055.76,15111.84,79,13,0,12
14743.53,15380.26,204,17,3,12
15194.0,15380.26,210,17,3,12
15326.23,15492.91,260,18,6,12
15408.52,15492.91,273,18,6,12
15420.01,15675.59,59,14,0,13
15427.88,15675.59,61,14,0,13
15508.34,15675.59,82,14,0,13
15578.37,15675.59,92,14,0,13
15613.22,15715.39,261,18,1,12
15651.94,15715.39,262,18,1,12
15682.62,15823.86,237,19,2,13
15760.5,15823.86,242,19,2,13
15370.48,15833.67,200,17,5,13
15538.1,15833.67,206,17,5,13
15906.82,15954.35,67,15,0,14
15947.98,16142.15,255,18,9,14
15970.28,16142.15,258,18,9,14
16058.31,16142.15,264,18,9,14
16032.54,16169.44,25,20,7,14
16139.72,16169.44,43,20,7,14
16139.2,16218.49,235,19,4,14
16195.4,16296.29,170,16,0,15
16069.41,16357.24,236,19,8,11
16122.24,16357.24,238,19,8,11
16216.56,16357.24,243,19,8,11
16282.69,16357.24,251,19,8,11
16713.17,16728.07,51,20,6,13
16899.39,16933.89,44,20,1,13
17013.36,17087.74,257,18,3,13
17238.52,17456.48,280,21,7,15
17382.68,17456.48,287,21,7,15
17353.38,17550.51,202,17,0,16
17646.5,17688.26,240,19,5,14
17662.62,17731.98,97,22,4,15
17816.79,17928.3,35,20,8,12
17794.47,18067.0,284,21,6,14
17924.72,18067.0,291,21,6,14
17956.37,18067.0,292,21,6,14
17982.53,18175.26,276,21,2,14
18067.72,18175.26,282,21,2,14
17901.87,18385.83,275,21,1,14
17989.26,18385.83,286,21,1,14
18244.27,18385.83,296,21,1,14
18586.91,18804.67,232,19,9,15
18655.86,18804.67,233,19,9,15
18740.44,18804.67,239,19,9,15
18998.75,19082.83,294,21,8,13
19121.84,19203.15,24,20,5,15
19190.04,19293.76,270,18,0,17
19243.37,19488.78,90,22,6,15
19344.76,19488.78,121,22,6,15
19441.35,19508.79,80,22,1,15
19433.34,19599.21,119,22,2,15
19509.62,19607.6,234,19,3,14
19569.41,19607.6,241,19,3,14
20240.24,20287.91,109,22,8,14
20221.81,20337.17,37,20,9,16
20264.48,20337.17,50,20,9,16
20311.89,20337.17,52,20,9,16
20202.73,20449.18,281,21,5,16
20366.56,20449.18,295,21,5,16
20979.85,21312.63,49,20,3,15
21136.28,21312.63,175,20,3,15
21375.84,21451.57,278,21,9,17
21417.66,21451.57,289,21,9,17
21407.66,21751.46,279,21,0,18
21563.69,21751.46,290,21,0,18
21626.81,21751.46,293,21,0,18
21669.88,21751.46,301,21,0,18
21600.28,21947.53,75,22,5,17
21850.12,21947.53,106,22,5,17
22241.26,22386.5,305,21,3,16
22507.09,22697.15,62,22,9,18
22627.07,22697.15,87,22,9,18
22903.39,23072.74,94,22,0,19
23002.67,23072.74,103,22,0,19
