搬送開始時刻,搬送完了時刻,要支援者ID,避難所ID,車両ID,搬送回数
19142.43,19233.01,279,21,8,16
19264.76,19389.85,276,21,1,13
19460.1,19494.61,44,20,9,16
19469.33,19494.61,52,20,9,16
19663.08,19867.26,238,19,2,15
19792.71,19867.26,251,19,2,15
19811.46,19908.87,106,22,5,17
20050.16,20160.05,90,22,7,16
20090.7,20160.05,97,22,7,16
20395.3,20465.38,103,22,8,17
20563.69,20636.18,280,21,9,17
21273.25,21484.84,281,21,6,16
21338.84,21484.84,282,21,6,16
21441.91,21484.84,293,21,6,16
21798.47,21923.8,87,22,9,18
21876.13,21923.8,109,22,9,18
22143.55,22434.92,284,21,2,16
22260.26,22434.92,290,21,2,16
22353.34,22434.92,301,21,2,16
22742.93,22972.85,119,22,6,17
22828.82,22972.85,121,22,6,17
23586.85,23629.05,94,22,2,17
